delivery_id,pickup_lat,pickup_lon,pickup_zipcode,dropoff_lat,dropoff_lon,dropoff_zipcode
1379006.0,40.7152793278,-74.0148603916,10282,40.7311448,-73.9895774,10003
1422469.0,40.7606544362,-73.9895827526,10036,40.7072185,-74.0171217,10280
1427592.0,40.7453407295,-74.0019321442,10011,40.735864,-74.002084,10014
1426866.0,40.7342205082,-73.9897032705,10003,40.742793,-73.997853,10011
1471360.0,40.7213883275,-73.9886587795,10002,40.7444883,-73.9949465,10011
1448522.0,40.7393722134,-73.9849805832,10010,40.744482,-74.005435,10011
1288130.0,40.745226,-73.998213,10011,40.711365,-73.9824382,10002
1458607.0,40.7589387638,-73.9685311334,10022,40.744452,-73.9899827,10010
1332561.0,40.7359861906,-74.000865195,10014,40.7208017,-74.0048389,10013
1410619.0,40.72434,-73.99096,10003,40.725873,-73.999853,10012
1391850.0,40.7676529121,-73.982925456,10019,40.761364,-73.969901,10022
1312911.0,40.72434,-73.99096,10003,40.7220768,-73.9871491,10002
1473869.0,40.7445613428,-73.9831148478,10016,40.778028,-73.953851,10028
1475193.0,40.7275189452,-73.9886713028,10003,40.7297282,-74.0047685,10014
1354974.0,40.721323187,-74.009732008,10013,40.726616,-73.992878,10012
1365873.0,40.712665,-73.940994,11211,40.713281,-73.961535,11211
1380820.0,40.7348522861,-73.9910852909,10003,40.7437464081,-73.987871455,10010
1410399.0,40.732213,-73.988072,10003,40.7615762,-73.9653337,10022
1461655.0,40.72434,-73.99096,10003,40.725294842,-73.9837125689,10009
1427383.0,40.721648438,-73.9975333214,10012,40.720866,-73.999256,10013
1309954.0,40.690147912,-73.9963111227,11201,40.6912119,-73.9921824,11201
1369752.0,40.74496293,-73.9821621478,10016,40.7331929,-73.9959672,10011
1354476.0,40.7378276685,-73.9923620224,10011,40.7509621,-73.9852368,10018
1418505.0,40.7334022833,-73.9875109807,10003,40.7452828763,-73.9771308471,10016
1375637.0,40.7626238902,-73.9659196079,10065,40.77465,-73.945621,10028
1489235.0,40.7452993126,-73.9791375808,10016,40.7938339,-73.941521,10029
1283866.0,40.72434,-73.99096,10003,40.7247218,-74.0080895,10013
1488422.0,40.7840772564,-73.9776224098,10024,40.7652127,-73.9756676,10019
1282338.0,40.7220793931,-73.9975118637,10012,40.6769679,-73.9977855,11231
1398703.0,40.748402049,-73.9849628428,10118,40.7483839629,-73.98916362,10001
1473035.0,40.7450785894,-73.9888215065,10001,40.751771,-73.987337,10003
1479923.0,40.7152793278,-74.0148603916,10282,40.7199226,-74.0071016,10013
1423192.0,40.7640845314,-73.9704997985,10022,40.7710998,-73.9642044,10021
1428444.0,40.7450785894,-73.9888215065,10001,40.7394489,-73.9872059,10010
1316141.0,40.7297909,-74.0005893,10012,40.720727066,-73.9953805437,10012
1438081.0,40.7437157323,-74.000566787,10011,40.747259,-74.00386,10011
1324428.0,40.7760831939,-73.9621715765,10075,40.773260626,-73.9588909351,10075
